question_text,question_context,grade,topic,followup_1,followup_1_context,followup_2,followup_2_context,answer_junior,answer_middle,answer_senior,source
"Как вы фиксируете требования к системе так, чтобы не переделывать их трижды?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если бизнес утверждает, что впервые слышит про зафиксированное требование - как доказываете обратное?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.",в каком формате вы обычно фиксируете требования и почему выбрали именно его?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Фиксирую в структурированном документе с критериями приемки и прошу письменное согласование перед стартом разработки.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой согласования.
Пример ко второму дожиму: Текстовая постановка с примерами данных - формат выбрала, потому что его одинаково читают и бизнес, и разработка.","Пример к основному вопросу: Фиксирую в структурированном документе с критериями приемки и прошу письменное согласование перед стартом разработки.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой согласования.
Пример ко второму дожиму: Текстовая постановка с примерами данных - формат выбрала, потому что его одинаково читают и бизнес, и разработка.","Пример к основному вопросу: Фиксирую в структурированном документе с критериями приемки и прошу письменное согласование перед стартом разработки.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой согласования.
Пример ко второму дожиму: Текстовая постановка с примерами данных - формат выбрала, потому что его одинаково читают и бизнес, и разработка.","Таблица Кати, вопрос 31: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Расскажите про ситуацию, когда бизнес менял требования каждую неделю. Как вы поступали и относились?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если бизнес - ваш прямой руководитель, и остановить сложно из-за иерархии?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.",как вы отличаете нормальную доработку идеи бизнесом от хаотичных метаний?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Зафиксировала цикл изменений на уровне спринта и показала, во сколько обходится частая правка в переделках.
Пример к первому дожиму: Показываю не эмоцию, а цифру - сколько часов разработки ушло на переделки за месяц.
Пример ко второму дожиму: Нормальная доработка идет по одному направлению, хаос - когда решение меняется на противоположное без новой информации.","Пример к основному вопросу: Зафиксировала цикл изменений на уровне спринта и показала, во сколько обходится частая правка в переделках.
Пример к первому дожиму: Показываю не эмоцию, а цифру - сколько часов разработки ушло на переделки за месяц.
Пример ко второму дожиму: Нормальная доработка идет по одному направлению, хаос - когда решение меняется на противоположное без новой информации.","Пример к основному вопросу: Зафиксировала цикл изменений на уровне спринта и показала, во сколько обходится частая правка в переделках.
Пример к первому дожиму: Показываю не эмоцию, а цифру - сколько часов разработки ушло на переделки за месяц.
Пример ко второму дожиму: Нормальная доработка идет по одному направлению, хаос - когда решение меняется на противоположное без новой информации.","Таблица Кати, вопрос 32: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как вы пишете постановку так, чтобы разработчик не звонил вам с ""уточни""?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если разработчик все равно звонит - значит, постановка была плохая, или дело в другом?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","сколько времени вы обычно тратите на одну постановку, и не слишком ли это много?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Описываю не только успешный сценарий, но и граничные случаи и ошибки заранее.
Пример к первому дожиму: Не всегда вина постановки - иногда вопрос касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Зависит от сложности, но закладываю время на проверку граничных случаев отдельно от основного текста.","Пример к основному вопросу: Описываю не только успешный сценарий, но и граничные случаи и ошибки заранее.
Пример к первому дожиму: Не всегда вина постановки - иногда вопрос касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Зависит от сложности, но закладываю время на проверку граничных случаев отдельно от основного текста.","Пример к основному вопросу: Описываю не только успешный сценарий, но и граничные случаи и ошибки заранее.
Пример к первому дожиму: Не всегда вина постановки - иногда вопрос касается детали реализации, которую сознательно оставила на усмотрение разработки.
Пример ко второму дожиму: Зависит от сложности, но закладываю время на проверку граничных случаев отдельно от основного текста.","Таблица Кати, вопрос 33: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Какие вопросы вы задаете бизнесу перед началом проекта, чтобы не собирать требования заново через месяц?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,а если бизнес сам не знает ответы на эти вопросы - что делаете дальше?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","у вас есть готовый чек-лист таких вопросов, или каждый раз формулируете заново?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Какая цель, кто пользователь, что считается успехом, какие есть ограничения по срокам и бюджету.
Пример к первому дожиму: Помогаю сформулировать через конкретный сценарий, а не абстрактный вопрос.
Пример ко второму дожиму: Да, базовый есть, но адаптирую под конкретный проект.","Пример к основному вопросу: Какая цель, кто пользователь, что считается успехом, какие есть ограничения по срокам и бюджету.
Пример к первому дожиму: Помогаю сформулировать через конкретный сценарий, а не абстрактный вопрос.
Пример ко второму дожиму: Да, базовый есть, но адаптирую под конкретный проект.","Пример к основному вопросу: Какая цель, кто пользователь, что считается успехом, какие есть ограничения по срокам и бюджету.
Пример к первому дожиму: Помогаю сформулировать через конкретный сценарий, а не абстрактный вопрос.
Пример ко второму дожиму: Да, базовый есть, но адаптирую под конкретный проект.","Таблица Кати, вопрос 34: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как вы поступаете, если разработчик и бизнес по-разному понимают одно и то же требование?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если каждый из них настаивает, что прав именно он - как разрешаете спор?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","кто вообще должен был это расхождение заметить раньше - вы, разработчик или бизнес?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Организую встречу, где обе стороны проговаривают понимание вслух на конкретном примере данных.
Пример к первому дожиму: Показываю исходный текст требования и прошу обоих указать, где именно текст допускает два толкования - обычно неоднозначность в самой формулировке.
Пример ко второму дожиму: Я, как автор постановки - расхождение говорит, что документ был неполным.","Пример к основному вопросу: Организую встречу, где обе стороны проговаривают понимание вслух на конкретном примере данных.
Пример к первому дожиму: Показываю исходный текст требования и прошу обоих указать, где именно текст допускает два толкования - обычно неоднозначность в самой формулировке.
Пример ко второму дожиму: Я, как автор постановки - расхождение говорит, что документ был неполным.","Пример к основному вопросу: Организую встречу, где обе стороны проговаривают понимание вслух на конкретном примере данных.
Пример к первому дожиму: Показываю исходный текст требования и прошу обоих указать, где именно текст допускает два толкования - обычно неоднозначность в самой формулировке.
Пример ко второму дожиму: Я, как автор постановки - расхождение говорит, что документ был неполным.","Таблица Кати, вопрос 35: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Расскажите, как вы согласовываете требования между несколькими заинтересованными сторонами с разными интересами","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,а если интересы сторон прямо противоречат друг другу - кого вы приоритизируете и почему?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","а если решение в пользу одной стороны означает, что другая начнёт саботировать проект - как это учитываете?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Показываю каждой стороне, как вариант влияет на общую цель проекта, и ищу решение, а не компромисс между людьми.
Пример к первому дожиму: Эскалирую тому, у кого выше приоритет по бизнес-цели проекта.
Пример ко второму дожиму: Учитываю это как риск и обсуждаю его отдельно с тем, кто принимает финальное решение.","Пример к основному вопросу: Показываю каждой стороне, как вариант влияет на общую цель проекта, и ищу решение, а не компромисс между людьми.
Пример к первому дожиму: Эскалирую тому, у кого выше приоритет по бизнес-цели проекта.
Пример ко второму дожиму: Учитываю это как риск и обсуждаю его отдельно с тем, кто принимает финальное решение.","Пример к основному вопросу: Показываю каждой стороне, как вариант влияет на общую цель проекта, и ищу решение, а не компромисс между людьми.
Пример к первому дожиму: Эскалирую тому, у кого выше приоритет по бизнес-цели проекта.
Пример ко второму дожиму: Учитываю это как риск и обсуждаю его отдельно с тем, кто принимает финальное решение.","Таблица Кати, вопрос 36: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Что вы делаете, если понимаете, что требование, которое вам дали, технически нереализуемо в срок?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,а если руководство все равно настаивает на исходном сроке - как вы поступите?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","на каком этапе вы поняли, что это нереализуемо - можно ли было увидеть это раньше?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Приношу руководству не проблему, а варианты - сократить скоуп, сдвинуть срок, добавить ресурсы - с последствиями каждого.
Пример к первому дожиму: Фиксирую это как решение руководства с известным риском, беру подтверждение письменно.
Пример ко второму дожиму: Обычно на этапе оценки с разработкой, до фиксации срока перед бизнесом - если время уже зафиксировано, значит эта оценка была пропущена раньше.","Пример к основному вопросу: Приношу руководству не проблему, а варианты - сократить скоуп, сдвинуть срок, добавить ресурсы - с последствиями каждого.
Пример к первому дожиму: Фиксирую это как решение руководства с известным риском, беру подтверждение письменно.
Пример ко второму дожиму: Обычно на этапе оценки с разработкой, до фиксации срока перед бизнесом - если время уже зафиксировано, значит эта оценка была пропущена раньше.","Пример к основному вопросу: Приношу руководству не проблему, а варианты - сократить скоуп, сдвинуть срок, добавить ресурсы - с последствиями каждого.
Пример к первому дожиму: Фиксирую это как решение руководства с известным риском, беру подтверждение письменно.
Пример ко второму дожиму: Обычно на этапе оценки с разработкой, до фиксации срока перед бизнесом - если время уже зафиксировано, значит эта оценка была пропущена раньше.","Таблица Кати, вопрос 37: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как вы задаете уточняющий вопрос архитектору или тимлиду, не боясь показаться некомпетентным?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если в ответ вам говорят ""это же очевидно"" - как реагируете?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","как вы готовите вопрос заранее, чтобы он не звучал как ""я вообще не подумала""?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Формулирую вопрос через контекст - что уже поняла и что именно неясно, а не просто ""объясните"".
Пример к первому дожиму: Прошу пример на конкретных данных - если после примера все еще неясно, значит вопрос был обоснован.
Пример ко второму дожиму: Формулирую письменно перед встречей, чтобы не звучать как ""не подумала"".","Пример к основному вопросу: Формулирую вопрос через контекст - что уже поняла и что именно неясно, а не просто ""объясните"".
Пример к первому дожиму: Прошу пример на конкретных данных - если после примера все еще неясно, значит вопрос был обоснован.
Пример ко второму дожиму: Формулирую письменно перед встречей, чтобы не звучать как ""не подумала"".","Пример к основному вопросу: Формулирую вопрос через контекст - что уже поняла и что именно неясно, а не просто ""объясните"".
Пример к первому дожиму: Прошу пример на конкретных данных - если после примера все еще неясно, значит вопрос был обоснован.
Пример ко второму дожиму: Формулирую письменно перед встречей, чтобы не звучать как ""не подумала"".","Таблица Кати, вопрос 38: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Опишите, как вы бы собрали требования с нуля для нового продукта за одну встречу","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,а если за одну встречу собрать все требования физически невозможно - что вы пожертвуете?,"Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","как вы готовитесь к такой встрече заранее, чтобы не терять время в моменте?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Заранее готовлю список ключевых вопросов и структуру встречи, чтобы не тратить время на импровизацию в моменте.
Пример к первому дожиму: Жертвую деталями реализации ради ясности по цели и ключевым сценариям - детали доберу на следующей встрече.
Пример ко второму дожиму: Читаю все, что есть по проекту, готовлю гипотезы вопросов до встречи.","Пример к основному вопросу: Заранее готовлю список ключевых вопросов и структуру встречи, чтобы не тратить время на импровизацию в моменте.
Пример к первому дожиму: Жертвую деталями реализации ради ясности по цели и ключевым сценариям - детали доберу на следующей встрече.
Пример ко второму дожиму: Читаю все, что есть по проекту, готовлю гипотезы вопросов до встречи.","Пример к основному вопросу: Заранее готовлю список ключевых вопросов и структуру встречи, чтобы не тратить время на импровизацию в моменте.
Пример к первому дожиму: Жертвую деталями реализации ради ясности по цели и ключевым сценариям - детали доберу на следующей встрече.
Пример ко второму дожиму: Читаю все, что есть по проекту, готовлю гипотезы вопросов до встречи.","Таблица Кати, вопрос 39: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Как вы фиксируете договоренности с бизнесом, чтобы к ним нельзя было вернуться через месяц со словами ""мы это не обсуждали""?","Интервьюер проверяет, как вы работаете с требованиями, неопределенностью и участниками проекта.",мидл-сеньор,требования,"а если бизнес все равно возвращается с этой фразой, несмотря на фиксацию - что дальше?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","в каком виде вы фиксируете договорённость, и кто подтверждает, что зафиксировано верно?","Интервьюер усложняет рабочую ситуацию. Объясните, как вы продолжите работу с требованиями и участниками проекта.","Пример к основному вопросу: Прошу подтвердить формулировку словами ""правильно понимаю, что..."" прямо на встрече, а не постфактум.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой.
Пример ко второму дожиму: Протокол встречи с явным подтверждением от участников.","Пример к основному вопросу: Прошу подтвердить формулировку словами ""правильно понимаю, что..."" прямо на встрече, а не постфактум.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой.
Пример ко второму дожиму: Протокол встречи с явным подтверждением от участников.","Пример к основному вопросу: Прошу подтвердить формулировку словами ""правильно понимаю, что..."" прямо на встрече, а не постфактум.
Пример к первому дожиму: Показываю зафиксированный и подтвержденный документ с датой.
Пример ко второму дожиму: Протокол встречи с явным подтверждением от участников.","Таблица Кати, вопрос 40: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"А вы уверены, что это правильное решение?","Интервьюер проверяет, как вы действуете под давлением и выстраиваете рабочую коммуникацию.",мидл-сеньор,soft-skills,"а что, если я скажу, что видел похожий случай, где это решение провалилось?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","что конкретно заставит вас поменять решение прямо сейчас, в этом разговоре?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","Пример к основному вопросу: Уверена в рамках тех вводных, которые у меня были на момент решения - если вводные другие, готова пересмотреть.
Пример к первому дожиму: Прошу описать условия того случая - если контекст другой, аргумент не переносится напрямую.
Пример ко второму дожиму: Новый факт о вводных, а не сам факт сомнения собеседника.","Пример к основному вопросу: Уверена в рамках тех вводных, которые у меня были на момент решения - если вводные другие, готова пересмотреть.
Пример к первому дожиму: Прошу описать условия того случая - если контекст другой, аргумент не переносится напрямую.
Пример ко второму дожиму: Новый факт о вводных, а не сам факт сомнения собеседника.","Пример к основному вопросу: Уверена в рамках тех вводных, которые у меня были на момент решения - если вводные другие, готова пересмотреть.
Пример к первому дожиму: Прошу описать условия того случая - если контекст другой, аргумент не переносится напрямую.
Пример ко второму дожиму: Новый факт о вводных, а не сам факт сомнения собеседника.","Таблица Кати, вопрос 41: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Основной сценарий: система резервирует товар на 15 минут на время оплаты. Альтернатива (проще): списывать товар сразу при оформлении заказа. Почему резерв, а не прямое списание?","Интервьюер проверяет, как вы действуете под давлением и выстраиваете рабочую коммуникацию.",мидл-сеньор,soft-skills,"а если ""проще"" в вашем случае еще и дешевле в разработке - это не перевешивает ваши аргументы?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","как вы объясните это решение финансовому директору, который считает деньги, а не риски?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","Пример к основному вопросу: При прямом списании товар может на несколько минут ""потеряться"" из наличия для других покупателей еще до подтвержденной оплаты, а при частой неуспешной оплате склад будет постоянно дергаться списанием и возвратом.
Пример к первому дожиму: Дешевле сейчас не значит дешевле в итоге - постоянные списания-возвраты создают больше нагрузки на склад и риск гонки, чем единоразовая логика резерва.
Пример ко второму дожиму: Объясняю через риск потери продажи - при прямом списании два покупателя одновременно могут думать, что купили последний товар, а получит его только один, это возврат и недовольство клиента, которое стоит дороже.","Пример к основному вопросу: При прямом списании товар может на несколько минут ""потеряться"" из наличия для других покупателей еще до подтвержденной оплаты, а при частой неуспешной оплате склад будет постоянно дергаться списанием и возвратом.
Пример к первому дожиму: Дешевле сейчас не значит дешевле в итоге - постоянные списания-возвраты создают больше нагрузки на склад и риск гонки, чем единоразовая логика резерва.
Пример ко второму дожиму: Объясняю через риск потери продажи - при прямом списании два покупателя одновременно могут думать, что купили последний товар, а получит его только один, это возврат и недовольство клиента, которое стоит дороже.","Пример к основному вопросу: При прямом списании товар может на несколько минут ""потеряться"" из наличия для других покупателей еще до подтвержденной оплаты, а при частой неуспешной оплате склад будет постоянно дергаться списанием и возвратом.
Пример к первому дожиму: Дешевле сейчас не значит дешевле в итоге - постоянные списания-возвраты создают больше нагрузки на склад и риск гонки, чем единоразовая логика резерва.
Пример ко второму дожиму: Объясняю через риск потери продажи - при прямом списании два покупателя одновременно могут думать, что купили последний товар, а получит его только один, это возврат и недовольство клиента, которое стоит дороже.","Таблица Кати, вопрос 42: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
"Допустим, пока товар зарезервирован, два разных пользователя одновременно нажимают ""оплатить"" на один и тот же последний экземпляр товара - что произойдёт в вашей системе и как вы это предотвращаете?","Интервьюер проверяет, как вы действуете под давлением и выстраиваете рабочую коммуникацию.",мидл-сеньор,soft-skills,"а если резерв ставится не через блокировку в БД, а асинхронно через очередь - гонка условий вообще возможна?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","как вы протестируете это поведение перед релизом, если гонка условий по определению редко воспроизводится?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","Пример к основному вопросу: Резерв ставится через блокировку на уровне БД (SELECT FOR UPDATE) - второй запрос ждет, пока первый завершит транзакцию, и увидит, что товара больше нет.
Пример к первому дожиму: Да, возможна, если нет отдельного механизма атомарного уменьшения остатка - тогда нужна идемпотентность и проверка остатка непосредственно перед резервированием.
Пример ко второму дожиму: Через нагрузочный тест с параллельными запросами на один и тот же товар с искусственно малым остатком.","Пример к основному вопросу: Резерв ставится через блокировку на уровне БД (SELECT FOR UPDATE) - второй запрос ждет, пока первый завершит транзакцию, и увидит, что товара больше нет.
Пример к первому дожиму: Да, возможна, если нет отдельного механизма атомарного уменьшения остатка - тогда нужна идемпотентность и проверка остатка непосредственно перед резервированием.
Пример ко второму дожиму: Через нагрузочный тест с параллельными запросами на один и тот же товар с искусственно малым остатком.","Пример к основному вопросу: Резерв ставится через блокировку на уровне БД (SELECT FOR UPDATE) - второй запрос ждет, пока первый завершит транзакцию, и увидит, что товара больше нет.
Пример к первому дожиму: Да, возможна, если нет отдельного механизма атомарного уменьшения остатка - тогда нужна идемпотентность и проверка остатка непосредственно перед резервированием.
Пример ко второму дожиму: Через нагрузочный тест с параллельными запросами на один и тот же товар с искусственно малым остатком.","Таблица Кати, вопрос 43: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
Расскажите о своем самом большом профессиональном провале и что вы из него вынесли,"Интервьюер проверяет, как вы действуете под давлением и выстраиваете рабочую коммуникацию.",мидл-сеньор,soft-skills,а если бы вам дали ту же задачу сегодня - что бы сделали иначе?,"Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","кто-то ещё пострадал от этой ошибки, кроме вас - как вы с этим разбирались?","Интервьюер добавляет давление или ограничение. Объясните, как вы поступите в этой ситуации.","Пример к основному вопросу: Заложила интеграцию без обработки таймаута внешнего сервиса - при его замедлении зависла часть пользовательских сценариев.
Пример к первому дожиму: Сразу заложила бы таймаут и понятную ошибку вместо зависания.
Пример ко второму дожиму: Да, разработчику пришлось делать срочный хотфикс вечером.","Пример к основному вопросу: Заложила интеграцию без обработки таймаута внешнего сервиса - при его замедлении зависла часть пользовательских сценариев.
Пример к первому дожиму: Сразу заложила бы таймаут и понятную ошибку вместо зависания.
Пример ко второму дожиму: Да, разработчику пришлось делать срочный хотфикс вечером.","Пример к основному вопросу: Заложила интеграцию без обработки таймаута внешнего сервиса - при его замедлении зависла часть пользовательских сценариев.
Пример к первому дожиму: Сразу заложила бы таймаут и понятную ошибку вместо зависания.
Пример ко второму дожиму: Да, разработчику пришлось делать срочный хотфикс вечером.","Таблица Кати, вопрос 44: https://docs.google.com/spreadsheets/d/1UzFF-mgXfmzE3RdITYpf2t_IS7YiXWSb/edit"
